#,P1,Skill,Uncertainty
1,Nadal,41.09,2.38
2,Wawrinka,39.45,2.56
3,Djokovic,38.39,2.23
4,Murray,37.22,2.69
5,Robredo,36.10,2.65
6,Ferrer,35.97,2.55
7,Berdych,34.83,2.67
8,Federer,34.71,2.71
9,Gasquet,34.13,2.68
10,BautistaAgut,34.03,4.19
