#,P1,Skill,Uncertainty
1,Arsenal,35.67,7.63
2,Leicester,34.74,7.22
3,Man City,34.11,7.79
4,Tottenham,32.35,7.23
5,Liverpool,29.90,7.40
6,Man United,29.89,7.54
7,Crystal Palace,29.17,7.68
8,Stoke,29.13,7.65
9,Everton,27.73,6.89
10,Watford,27.46,7.56
11,West Ham,27.32,7.23
12,West Brom,26.10,7.49
13,Southampton,25.33,7.67
14,Norwich,24.95,7.85
15,Bournemouth,24.33,7.91
16,Swansea,23.48,7.41
17,Chelsea,23.45,7.69
18,Newcastle,20.13,7.86
19,Sunderland,13.27,7.64
20,Aston Villa,13.04,7.56
