#,P1,Skill,Uncertainty
1,Nadal,47.73,2.96
2,Djokovic,46.01,3.99
3,Ferrer,45.69,4.05
4,Wawrinka,45.42,5.22
5,Murray,45.19,4.65
6,Robredo,44.75,4.63
7,Tsonga,43.66,4.75
8,Berdych,43.23,6.26
9,Gasquet,43.17,5.83
10,Federer,42.63,5.63
