#,P1,Skill,Uncertainty
1,Warriors,48.70,2.34
2,Rockets,46.23,3.56
3,Hawks,45.52,4.20
4,Clippers,45.33,4.07
5,Grizzlies,44.14,6.62
26,Magic,5.45,4.26
27,Lakers,3.41,3.05
28,Knicks,2.51,5.15
29,76ers,1.98,2.81
30,Timberwolves,1.62,2.88
