#,P1,Skill,Uncertainty
1,Besiktas,36.24,7.43
2,Fenerbahce,29.74,7.56
3,Konyaspor,25.89,6.95
4,Buyuksehyr,24.24,6.76
5,Galatasaray,22.62,6.68
6,Osmanlispor,22.14,6.74
7,Kasimpasa,22.06,6.87
8,Bursaspor,21.06,7.14
9,Akhisar Belediyespor,20.85,6.67
10,Genclerbirligi,20.60,7.18
11,Antalyaspor,19.96,6.59
12,Sivasspor,18.68,6.54
13,Kayserispor,18.50,6.38
14,Rizespor,18.49,6.67
15,Trabzonspor,17.66,7.15
16,Gaziantepspor,17.35,6.61
17,Eskisehirspor,14.65,6.89
18,Mersin Idman Yurdu,11.05,6.72
